Hey	UH	hey
me	PP	me
anymore	RB	anymore
.	SENT	.
Again	RB	again
,	,	,
I	PP	I
recognize	VBP	recognize
my	PP$	my
own	JJ	own
role	NN	role
in	IN	in
my	PP$	my
situation	NN	situation
though	RB	though
.	SENT	.
Which	WDT	which
is	VBZ	be
why	WRB	why
I	PP	I
'm	VBP	be
not	RB	not
asking	VBG	ask
for	IN	for
sympathy	NN	sympathy
from	IN	from
anyone	NN	anyone
.	SENT	.
Just	RB	just
an	DT	an
ear	NN	ear
.	SENT	.
Thank	VB	thank
you	PP	you
if	IN	if
you	PP	you
read	VBP	read
this	DT	this
.	SENT	.
I	PP	I
'm	VBP	be
not	RB	not
yet	RB	yet
sure	JJ	sure
what	WP	what
I	PP	I
'm	VBP	be
doing	VBG	do
.	SENT	.
